edge_id,from_node_id,from_node_type,to_node_id,to_node_type,relationship,timestamp,order_id,category,customer_segment,edge_strength,price_bucket,region,state,campaign,same_household,prior_interactions,dwell_seconds,product_id,unit_price_usd,quantity,returned_flag,auth_approved
EDGE300360,P9278,Product,P1656,Product,ALSO_BOUGHT_WITH,2024-12-05 12:11:48,ORD102362,Electronics,Active,0.333,>$250,EU,ME,Holiday,False,5,63,P9278,303.95,2,False,False
EDGE300361,C21278,Customer,P8963,Product,PURCHASED,2024-08-04 04:33:58,ORD101563,Grocery,Active,0.827,<$25,LATAM,UT,Holiday,False,5,26,P8963,22.3,1,False,True
EDGE300362,C14163,Customer,P5626,Product,VIEWED,2024-08-17 21:40:15,,Pets,New,0.156,>$250,LATAM,RI,None,False,2,52,P5626,365.85,1,False,False
EDGE300363,C19275,Customer,C92864,Customer,REFERRED_FRIEND,2025-05-13 10:22:43,,Pets,New,0.304,$50-$100,LATAM,CA,SpringSale,False,3,72,P3321,61.64,1,False,False
EDGE300364,P9230,Product,P5765,Product,ALSO_BOUGHT_WITH,2024-09-01 22:07:07,ORD100597,Toys,Active,0.79,<$25,NA,IA,SpringSale,False,2,36,P9230,10.07,3,False,False
EDGE300365,C10350,Customer,C65113,Customer,REFERRED_FRIEND,2025-04-28 04:50:07,,Home,Active,0.884,$100-$250,NA,PA,None,False,2,11,P6692,200.23,1,False,False
EDGE300366,P3613,Product,P6303,Product,ALSO_BOUGHT_WITH,2024-08-31 06:51:43,ORD101010,Home,AtRisk,0.426,<$25,LATAM,DE,Clearance,False,4,5,P3613,17.36,1,False,False
EDGE300367,C77291,Customer,P5751,Product,ADDED_TO_CART,2024-01-04 16:19:05,,Home,Active,0.776,>$250,EU,DC,BackToSchool,False,5,28,P5751,968.15,1,False,False
EDGE300368,C92344,Customer,P1871,Product,VIEWED,2024-12-11 21:20:08,,Toys,Loyal,0.761,$50-$100,EU,GA,Holiday,False,4,5,P1871,65.92,2,False,False
EDGE300369,P5445,Product,P3539,Product,ALSO_BOUGHT_WITH,2024-05-02 04:04:26,ORD100323,Apparel,Loyal,0.673,$100-$250,APAC,OH,BackToSchool,False,3,5,P5445,181.76,2,False,False
EDGE300370,C24866,Customer,P9231,Product,PURCHASED,2024-08-17 12:57:58,ORD100765,Beauty,AtRisk,0.81,<$25,LATAM,NM,Clearance,False,0,60,P9231,13.14,1,True,True
EDGE300371,C57428,Customer,C92760,Customer,REFERRED_FRIEND,2025-04-16 10:30:27,,Electronics,Active,0.594,>$250,APAC,NY,Loyalty,False,2,30,P4299,383.28,1,False,False
EDGE300372,P7655,Product,P5144,Product,ALSO_BOUGHT_WITH,2024-12-25 01:37:09,ORD100956,Electronics,New,0.344,<$25,NA,FL,Loyalty,False,3,31,P7655,19.25,1,False,False
EDGE300373,C33974,Customer,P3316,Product,ADDED_TO_CART,2024-09-29 13:19:58,,Pets,AtRisk,0.146,$100-$250,NA,SD,BackToSchool,False,3,7,P3316,199.85,1,False,False
EDGE300374,C26621,Customer,P2894,Product,VIEWED,2025-02-09 16:45:56,,Books,New,0.737,$25-$50,EU,PA,Loyalty,False,4,13,P2894,35.33,1,False,False
EDGE300375,C36051,Customer,P5098,Product,VIEWED,2024-08-18 11:16:57,,Home,New,0.531,>$250,EU,UT,Clearance,False,4,12,P5098,318.28,2,False,False
EDGE300376,C79286,Customer,P8307,Product,ADDED_TO_CART,2024-09-04 09:59:04,,Pets,New,0.576,$25-$50,NA,LA,Clearance,False,2,35,P8307,48.41,1,False,False
EDGE300377,C80212,Customer,P4593,Product,PURCHASED,2025-01-12 19:33:51,ORD100032,Books,AtRisk,0.916,$25-$50,LATAM,ME,None,False,4,58,P4593,39.97,1,False,True
EDGE300378,C18456,Customer,P7297,Product,ADDED_TO_CART,2025-06-09 20:16:02,,Apparel,AtRisk,0.329,$50-$100,APAC,SD,None,False,2,5,P7297,78.37,1,False,False
EDGE300379,C76816,Customer,C63651,Customer,REFERRED_FRIEND,2024-03-22 20:41:52,,Sports,Active,0.13,$25-$50,NA,GA,None,False,4,40,P8552,33.26,1,False,False
EDGE300380,C26759,Customer,P5528,Product,VIEWED,2024-09-03 11:05:25,,Electronics,AtRisk,0.537,$100-$250,LATAM,ME,NewArrivals,False,1,72,P5528,151.82,1,False,False
EDGE300381,C53906,Customer,P7236,Product,VIEWED,2025-06-09 19:43:47,,Apparel,Active,0.348,$50-$100,EU,AK,Loyalty,False,7,39,P7236,59.24,1,False,False
EDGE300382,C62216,Customer,P8556,Product,VIEWED,2024-09-03 12:25:35,,Home,New,0.812,$25-$50,APAC,OH,Clearance,False,3,54,P8556,37.69,4,False,False
EDGE300383,C68671,Customer,P3273,Product,PURCHASED,2024-09-22 03:48:18,ORD102266,Books,New,0.461,$25-$50,NA,MO,NewArrivals,False,4,41,P3273,25.08,1,False,True
EDGE300384,C61544,Customer,P1284,Product,VIEWED,2025-04-10 18:50:23,,Books,Active,0.4,$25-$50,APAC,NH,BackToSchool,False,3,28,P1284,47.0,1,False,False
EDGE300385,C43587,Customer,P6048,Product,ADDED_TO_CART,2024-08-29 03:18:03,,Beauty,Loyal,0.844,$100-$250,LATAM,SD,Holiday,False,5,65,P6048,120.72,1,False,False
EDGE300386,C52065,Customer,P9178,Product,ADDED_TO_CART,2024-10-20 08:35:07,,Apparel,New,0.228,$50-$100,LATAM,AL,SpringSale,False,2,5,P9178,73.77,2,False,False
EDGE300387,P7992,Product,P7235,Product,ALSO_BOUGHT_WITH,2025-06-12 14:11:48,ORD102170,Automotive,Loyal,0.268,<$25,NA,WA,Clearance,False,3,6,P7992,19.62,1,False,False
EDGE300388,P7592,Product,P1666,Product,ALSO_BOUGHT_WITH,2025-02-11 17:39:09,ORD101347,Grocery,New,0.845,$50-$100,LATAM,OH,Holiday,False,1,50,P7592,79.24,1,False,False
EDGE300389,P3220,Product,P1928,Product,ALSO_BOUGHT_WITH,2025-06-14 00:34:59,ORD101507,Pets,Active,0.907,$50-$100,LATAM,UT,SpringSale,False,3,52,P3220,72.75,1,False,False
EDGE300390,C93229,Customer,C47793,Customer,REFERRED_FRIEND,2025-04-11 00:41:44,,Home,Loyal,0.736,$100-$250,NA,ID,SpringSale,False,3,70,P8921,123.87,1,False,False
EDGE300391,C54656,Customer,P8480,Product,VIEWED,2024-05-10 00:02:34,,Beauty,Loyal,0.828,<$25,NA,CA,NewArrivals,False,5,56,P8480,14.48,1,False,False
EDGE300392,C56589,Customer,P3533,Product,PURCHASED,2025-02-06 14:47:08,ORD100911,Pets,Active,0.162,$25-$50,APAC,OH,Clearance,False,0,37,P3533,44.3,3,False,True
EDGE300393,P8673,Product,P3617,Product,ALSO_BOUGHT_WITH,2025-05-27 22:26:18,ORD101386,Grocery,Active,0.317,>$250,APAC,LA,None,False,0,66,P8673,395.13,2,False,False
EDGE300394,C12943,Customer,C47422,Customer,REFERRED_FRIEND,2024-05-25 05:24:36,,Home,Loyal,0.417,$50-$100,NA,SD,SpringSale,False,3,30,P2447,51.46,1,False,False
EDGE300395,C51236,Customer,P1006,Product,VIEWED,2024-08-01 14:19:31,,Toys,Loyal,0.222,$50-$100,LATAM,CO,NewArrivals,False,3,52,P1006,63.34,2,False,False
EDGE300396,C95227,Customer,P5099,Product,VIEWED,2025-03-19 18:57:02,,Beauty,Active,0.264,$25-$50,LATAM,AZ,None,False,0,61,P5099,46.98,1,False,False
EDGE300397,C40678,Customer,P8038,Product,VIEWED,2024-07-14 02:30:18,,Home,Active,0.496,$100-$250,APAC,MO,BackToSchool,False,2,49,P8038,224.89,1,False,False
EDGE300398,C68871,Customer,P3018,Product,PURCHASED,2024-08-27 10:15:19,ORD101500,Sports,AtRisk,0.198,$100-$250,NA,CO,SpringSale,False,3,62,P3018,106.5,1,False,True
EDGE300399,C91768,Customer,P4861,Product,VIEWED,2025-04-03 14:11:13,,Sports,Loyal,0.588,<$25,NA,IN,Holiday,False,2,15,P4861,19.06,1,False,False
EDGE300400,C93042,Customer,P1112,Product,PURCHASED,2024-02-05 18:00:10,ORD101160,Automotive,Active,0.487,$50-$100,LATAM,IN,Holiday,False,3,41,P1112,65.55,1,False,True
EDGE300401,C91281,Customer,P9600,Product,RETURNS,2024-01-06 22:08:49,ORD101741,Home,Active,0.367,>$250,APAC,OR,SpringSale,False,2,62,P9600,260.72,1,False,False
EDGE300402,C93171,Customer,P8316,Product,VIEWED,2024-01-09 23:56:00,,Automotive,New,0.179,$50-$100,LATAM,DC,BackToSchool,False,5,25,P8316,54.63,1,False,False
EDGE300403,C72316,Customer,P6160,Product,VIEWED,2024-03-05 02:23:30,,Beauty,New,0.947,<$25,LATAM,AZ,Clearance,False,5,32,P6160,18.55,1,False,False
EDGE300404,C87932,Customer,P3003,Product,VIEWED,2025-06-02 10:48:35,,Electronics,AtRisk,0.875,$50-$100,NA,KS,SpringSale,False,8,48,P3003,72.56,2,False,False
EDGE300405,P9989,Product,P9277,Product,ALSO_BOUGHT_WITH,2025-03-12 00:16:16,ORD101948,Sports,New,0.66,$50-$100,APAC,DE,Holiday,False,4,29,P9989,69.62,1,False,False
EDGE300406,C51684,Customer,P4081,Product,PURCHASED,2025-06-24 22:50:42,ORD100031,Apparel,Active,0.976,<$25,LATAM,IL,None,False,3,38,P4081,22.19,1,False,True
EDGE300407,C15823,Customer,P6050,Product,VIEWED,2025-02-11 11:01:44,,Toys,New,0.312,<$25,LATAM,WA,None,False,6,55,P6050,17.07,1,False,False
EDGE300408,C64223,Customer,C86850,Customer,REFERRED_FRIEND,2024-11-19 08:20:02,,Apparel,Dormant,0.898,$25-$50,LATAM,OH,Clearance,False,6,28,P4547,41.34,2,False,False
EDGE300409,P9504,Product,P2103,Product,ALSO_BOUGHT_WITH,2024-10-08 07:09:19,ORD100650,Home,New,0.169,$50-$100,LATAM,NE,Loyalty,False,4,38,P9504,54.14,2,False,False
EDGE300410,C67318,Customer,P2877,Product,PURCHASED,2024-10-11 06:53:37,ORD102270,Sports,AtRisk,0.148,$25-$50,APAC,WI,BackToSchool,False,3,56,P2877,44.7,1,False,True
EDGE300411,C23478,Customer,P7663,Product,VIEWED,2025-04-15 00:59:01,,Apparel,New,0.142,$25-$50,APAC,MO,Clearance,False,2,14,P7663,32.88,1,False,False
EDGE300412,C55991,Customer,P7235,Product,VIEWED,2024-10-10 07:46:55,,Apparel,AtRisk,0.923,>$250,NA,NV,NewArrivals,False,2,11,P7235,324.09,1,False,False
EDGE300413,C94645,Customer,P7195,Product,PURCHASED,2025-04-13 19:46:37,ORD101479,Toys,Active,0.454,<$25,NA,IA,Loyalty,False,2,20,P7195,12.26,3,False,True
EDGE300414,C17474,Customer,P5557,Product,PURCHASED,2024-05-25 02:59:38,ORD100444,Automotive,New,0.167,$100-$250,EU,NM,SpringSale,False,3,32,P5557,226.91,1,False,False
EDGE300415,C41187,Customer,P4678,Product,ADDED_TO_CART,2024-03-29 16:23:08,,Books,Dormant,0.199,$100-$250,LATAM,NM,SpringSale,False,3,59,P4678,208.87,1,False,False
EDGE300416,C84952,Customer,P9298,Product,VIEWED,2024-01-31 01:37:02,,Toys,New,0.107,<$25,LATAM,SD,SpringSale,False,2,32,P9298,24.32,1,False,False
EDGE300417,C43115,Customer,C17214,Customer,REFERRED_FRIEND,2024-07-27 09:33:07,,Toys,Active,0.527,$100-$250,EU,VT,BackToSchool,False,3,85,P8807,226.87,1,False,False
EDGE300418,C36311,Customer,P4466,Product,ADDED_TO_CART,2024-02-18 15:22:53,,Electronics,Dormant,0.129,$25-$50,NA,OH,SpringSale,False,3,43,P4466,38.46,1,False,False
EDGE300419,C26527,Customer,P2351,Product,VIEWED,2024-12-15 23:39:26,,Grocery,Loyal,0.136,$25-$50,APAC,NE,BackToSchool,False,6,44,P2351,41.68,1,False,False
EDGE300420,C39642,Customer,P7295,Product,PURCHASED,2025-02-25 10:14:44,ORD101521,Toys,Active,0.866,$50-$100,LATAM,AK,SpringSale,False,4,53,P7295,72.93,1,False,True
EDGE300421,C10646,Customer,C69954,Customer,REFERRED_FRIEND,2025-03-07 13:35:19,,Automotive,Active,0.679,$50-$100,EU,CA,Holiday,False,3,40,P9772,87.08,1,False,False
EDGE300422,C34026,Customer,P5580,Product,PURCHASED,2025-01-17 09:48:23,ORD101372,Automotive,New,0.363,$100-$250,APAC,SC,Loyalty,False,6,31,P5580,212.14,1,False,True
EDGE300423,C75725,Customer,P6100,Product,VIEWED,2024-08-12 18:43:05,,Apparel,Loyal,0.572,$100-$250,APAC,MN,BackToSchool,False,4,103,P6100,175.94,1,False,False
EDGE300424,C62007,Customer,P8831,Product,VIEWED,2024-06-16 22:12:53,,Automotive,New,0.749,$25-$50,APAC,TN,NewArrivals,False,2,79,P8831,35.78,2,False,False
EDGE300425,C58868,Customer,P5139,Product,PURCHASED,2024-03-24 22:15:47,ORD100977,Sports,Loyal,0.798,$50-$100,EU,NY,NewArrivals,False,6,41,P5139,52.75,2,True,True
EDGE300426,C32215,Customer,P5704,Product,ADDED_TO_CART,2025-01-03 09:23:52,,Pets,New,0.52,$25-$50,LATAM,NE,Clearance,False,0,39,P5704,44.81,2,False,False
EDGE300427,C47265,Customer,P8386,Product,PURCHASED,2024-05-25 14:07:55,ORD101757,Sports,Loyal,0.848,$50-$100,EU,UT,SpringSale,False,2,8,P8386,66.7,1,False,True
EDGE300428,C99867,Customer,P3843,Product,VIEWED,2024-10-10 10:02:22,,Beauty,Loyal,0.786,$100-$250,EU,NC,NewArrivals,False,6,20,P3843,108.83,2,False,False
EDGE300429,C86589,Customer,P2883,Product,PURCHASED,2024-06-12 04:34:25,ORD102457,Beauty,New,0.292,>$250,LATAM,CT,NewArrivals,False,4,37,P2883,394.28,1,False,True
EDGE300430,C34978,Customer,P2555,Product,ADDED_TO_CART,2024-06-24 07:12:38,,Home,New,0.204,$50-$100,LATAM,IN,Clearance,False,6,18,P2555,74.83,1,False,False
EDGE300431,C54455,Customer,P9927,Product,PURCHASED,2024-06-05 01:27:51,ORD101056,Electronics,AtRisk,0.782,$25-$50,LATAM,IA,BackToSchool,False,3,41,P9927,40.43,2,False,True
EDGE300432,P1671,Product,P8378,Product,ALSO_BOUGHT_WITH,2025-04-27 01:05:49,ORD100542,Home,New,0.399,$50-$100,APAC,HI,Loyalty,False,3,122,P1671,72.16,1,False,False
EDGE300433,P5260,Product,P3399,Product,ALSO_BOUGHT_WITH,2024-10-24 14:54:21,ORD100414,Pets,Active,0.401,$25-$50,NA,NY,SpringSale,False,1,75,P5260,39.52,2,False,False
EDGE300434,C14096,Customer,P1891,Product,PURCHASED,2024-05-10 17:25:52,ORD101535,Sports,Active,0.558,>$250,LATAM,MS,SpringSale,False,2,42,P1891,315.26,1,False,True
EDGE300435,C77006,Customer,P4256,Product,VIEWED,2025-05-10 14:35:13,,Grocery,New,0.886,>$250,NA,NH,None,False,4,48,P4256,346.02,1,False,False
EDGE300436,C96199,Customer,P9138,Product,VIEWED,2025-01-27 16:39:58,,Sports,Active,0.31,>$250,EU,UT,Loyalty,False,2,30,P9138,295.21,1,False,False
EDGE300437,C39220,Customer,P2721,Product,PURCHASED,2024-07-06 19:02:47,ORD102487,Toys,New,0.115,$25-$50,LATAM,NY,SpringSale,False,1,45,P2721,41.66,1,False,True
EDGE300438,C96812,Customer,P4673,Product,PURCHASED,2024-07-28 05:29:55,ORD100040,Grocery,Loyal,0.565,$100-$250,APAC,AZ,BackToSchool,False,4,88,P4673,199.19,1,True,True
EDGE300439,C74417,Customer,P4385,Product,ADDED_TO_CART,2024-10-01 01:50:18,,Home,Dormant,0.165,$25-$50,LATAM,WI,BackToSchool,False,5,40,P4385,28.68,1,False,False
EDGE300440,C29474,Customer,P1725,Product,ADDED_TO_CART,2024-02-17 01:31:57,,Sports,New,0.295,$50-$100,EU,NV,Loyalty,False,4,5,P1725,68.41,2,False,False
EDGE300441,P7798,Product,P7753,Product,ALSO_BOUGHT_WITH,2024-08-31 02:21:21,ORD102196,Sports,Dormant,0.452,$50-$100,APAC,OH,BackToSchool,False,5,22,P7798,64.69,1,False,False
EDGE300442,C80388,Customer,P3096,Product,VIEWED,2025-06-07 21:49:30,,Grocery,New,0.889,$50-$100,LATAM,MI,Holiday,False,1,59,P3096,79.33,3,False,False
EDGE300443,C98034,Customer,P1147,Product,PURCHASED,2024-11-04 21:28:24,ORD100865,Beauty,AtRisk,0.783,<$25,NA,MA,Loyalty,False,5,93,P1147,21.63,3,True,True
EDGE300444,C66728,Customer,C58516,Customer,REFERRED_FRIEND,2024-01-14 21:41:12,,Beauty,New,0.907,$50-$100,LATAM,ND,Clearance,False,4,18,P3707,74.11,1,False,False
EDGE300445,C18922,Customer,P8106,Product,VIEWED,2024-07-20 09:51:44,,Apparel,New,0.104,$25-$50,EU,ND,SpringSale,False,2,59,P8106,40.93,2,False,False
EDGE300446,C70416,Customer,P2569,Product,VIEWED,2024-02-02 03:49:10,,Beauty,Active,0.591,$50-$100,EU,GA,Holiday,False,2,5,P2569,58.84,1,False,False
EDGE300447,P7298,Product,P7191,Product,ALSO_BOUGHT_WITH,2024-05-19 19:09:55,ORD102298,Pets,New,0.618,$50-$100,APAC,CT,Holiday,False,8,50,P7298,52.59,1,False,False
EDGE300448,C51208,Customer,P7852,Product,ADDED_TO_CART,2025-06-21 03:32:38,,Grocery,AtRisk,0.914,$25-$50,LATAM,NJ,Holiday,False,2,47,P7852,34.07,1,False,False
EDGE300449,C89241,Customer,P2174,Product,ADDED_TO_CART,2024-12-19 02:40:25,,Books,New,0.311,>$250,EU,DC,None,False,3,61,P2174,302.46,1,False,False
EDGE300450,C10825,Customer,P8729,Product,ADDED_TO_CART,2024-09-06 17:49:17,,Books,AtRisk,0.813,$50-$100,LATAM,MS,None,False,3,88,P8729,60.46,2,False,False
EDGE300451,C73716,Customer,P8406,Product,PURCHASED,2025-03-18 03:47:18,ORD102094,Pets,New,0.131,>$250,APAC,LA,Clearance,False,1,36,P8406,267.3,1,False,True
EDGE300452,P9389,Product,P3298,Product,ALSO_BOUGHT_WITH,2024-10-31 13:20:30,ORD100348,Apparel,Active,0.217,$50-$100,APAC,LA,Clearance,False,4,24,P9389,52.11,1,False,False
EDGE300453,C89419,Customer,P5689,Product,ADDED_TO_CART,2024-08-29 23:30:05,,Automotive,Active,0.783,$50-$100,NA,VT,Loyalty,False,3,19,P5689,70.35,1,False,False
EDGE300454,C93117,Customer,P1381,Product,ADDED_TO_CART,2024-04-12 04:50:22,,Books,Active,0.717,>$250,APAC,KY,Clearance,False,4,57,P1381,916.58,1,False,False
EDGE300455,C71044,Customer,P2063,Product,VIEWED,2024-09-09 20:50:48,,Electronics,Dormant,0.3,<$25,NA,CT,BackToSchool,False,3,10,P2063,12.09,4,False,False
EDGE300456,C42616,Customer,P3240,Product,VIEWED,2024-01-27 18:57:21,,Books,Dormant,0.674,$100-$250,NA,WV,NewArrivals,False,2,63,P3240,237.7,1,False,False
EDGE300457,C68672,Customer,P9040,Product,PURCHASED,2024-12-12 22:06:05,ORD100681,Pets,Active,0.317,$50-$100,APAC,NJ,SpringSale,False,4,45,P9040,50.62,2,False,True
EDGE300458,C16271,Customer,P4873,Product,PURCHASED,2025-04-06 23:10:45,ORD100104,Home,New,0.712,<$25,EU,IN,NewArrivals,False,3,49,P4873,18.96,1,False,True
EDGE300459,C95929,Customer,P7387,Product,VIEWED,2024-06-17 15:43:23,,Apparel,Loyal,0.852,$25-$50,LATAM,MO,SpringSale,False,4,31,P7387,26.89,2,False,False
EDGE300460,C43433,Customer,P5369,Product,VIEWED,2024-06-18 15:06:42,,Sports,New,0.622,<$25,NA,DC,Clearance,False,2,25,P5369,18.79,1,False,False
EDGE300461,C80426,Customer,P6959,Product,PURCHASED,2025-02-08 09:20:16,ORD102413,Grocery,Active,0.836,>$250,EU,OK,SpringSale,False,3,25,P6959,251.32,1,True,False
EDGE300462,C77726,Customer,P6336,Product,PURCHASED,2025-05-21 10:39:41,ORD100962,Beauty,New,0.791,$50-$100,APAC,WY,Clearance,False,4,17,P6336,67.71,1,False,True
EDGE300463,C54103,Customer,P4670,Product,ADDED_TO_CART,2024-02-03 00:08:00,,Apparel,Active,0.569,$50-$100,NA,LA,None,False,5,24,P4670,66.32,1,False,False
EDGE300464,C77908,Customer,P6435,Product,ADDED_TO_CART,2024-04-10 01:23:18,,Electronics,Loyal,0.589,$50-$100,NA,AL,SpringSale,False,0,32,P6435,57.54,2,False,False
EDGE300465,C13417,Customer,P1755,Product,VIEWED,2024-01-06 00:43:35,,Toys,Loyal,0.326,<$25,EU,OR,BackToSchool,False,1,30,P1755,15.66,2,False,False
EDGE300466,C45398,Customer,P9703,Product,VIEWED,2024-02-27 03:47:08,,Automotive,Active,0.861,>$250,APAC,OR,Loyalty,False,4,64,P9703,278.72,2,False,False
EDGE300467,C13146,Customer,P1688,Product,VIEWED,2024-03-06 08:57:55,,Automotive,New,0.943,<$25,LATAM,MT,NewArrivals,False,6,85,P1688,17.61,1,False,False
EDGE300468,C70069,Customer,P2679,Product,VIEWED,2025-06-03 05:03:32,,Toys,AtRisk,0.925,$50-$100,NA,PA,Loyalty,False,3,48,P2679,58.32,1,False,False
EDGE300469,C28477,Customer,P6621,Product,PURCHASED,2024-08-22 22:45:58,ORD102345,Home,New,0.874,>$250,LATAM,WI,Clearance,False,5,39,P6621,364.69,2,False,True
EDGE300470,C81936,Customer,P9487,Product,ADDED_TO_CART,2024-09-23 11:02:50,,Grocery,Dormant,0.25,>$250,NA,MN,None,False,4,44,P9487,992.28,1,False,False
EDGE300471,P1948,Product,P3791,Product,ALSO_BOUGHT_WITH,2024-07-31 09:01:41,ORD100481,Pets,Active,0.851,$50-$100,NA,AR,NewArrivals,False,5,67,P1948,56.44,1,False,False
EDGE300472,C80419,Customer,P2929,Product,VIEWED,2025-02-21 14:59:10,,Beauty,Active,0.764,$50-$100,LATAM,MN,Holiday,False,1,74,P2929,94.01,2,False,False
EDGE300473,P5869,Product,P3473,Product,ALSO_BOUGHT_WITH,2024-03-13 05:43:16,ORD100831,Beauty,Active,0.259,<$25,EU,MT,SpringSale,False,1,59,P5869,16.44,1,False,False
EDGE300474,C88993,Customer,P1798,Product,VIEWED,2025-04-28 08:33:13,,Sports,New,0.339,>$250,NA,LA,BackToSchool,False,3,78,P1798,392.22,1,False,False
EDGE300475,C29198,Customer,P8942,Product,ADDED_TO_CART,2025-05-04 09:49:36,,Pets,AtRisk,0.716,$100-$250,APAC,NJ,Holiday,False,1,5,P8942,113.63,2,False,False
EDGE300476,C92008,Customer,P8191,Product,VIEWED,2024-09-10 14:09:29,,Pets,Loyal,0.435,$50-$100,NA,IL,None,False,4,70,P8191,78.86,1,False,False
EDGE300477,P8085,Product,P9239,Product,ALSO_BOUGHT_WITH,2024-09-26 07:57:12,ORD100901,Beauty,Active,0.891,$25-$50,NA,TX,NewArrivals,False,4,35,P8085,36.91,1,False,False
EDGE300478,C63187,Customer,P4175,Product,RETURNS,2025-01-11 11:38:48,ORD100898,Sports,AtRisk,0.129,>$250,EU,PA,None,False,3,35,P4175,371.25,1,False,False
EDGE300479,C53682,Customer,P7248,Product,VIEWED,2024-01-23 07:30:39,,Electronics,Loyal,0.751,$50-$100,EU,DC,BackToSchool,False,3,82,P7248,76.85,3,False,False
EDGE300480,P6306,Product,P4442,Product,ALSO_BOUGHT_WITH,2024-09-08 14:54:57,ORD101995,Pets,AtRisk,0.294,$25-$50,NA,LA,NewArrivals,False,4,46,P6306,40.67,3,False,False
EDGE300481,C13436,Customer,P4612,Product,VIEWED,2024-01-10 06:49:50,,Grocery,Active,0.176,$25-$50,LATAM,MS,None,False,2,34,P4612,39.75,1,False,False
EDGE300482,C48031,Customer,P1983,Product,VIEWED,2025-01-30 00:37:52,,Pets,AtRisk,0.308,>$250,LATAM,MS,NewArrivals,False,2,5,P1983,685.48,3,False,False
EDGE300483,C27226,Customer,P7462,Product,VIEWED,2024-01-29 15:26:37,,Toys,New,0.846,$50-$100,LATAM,GA,SpringSale,False,6,32,P7462,66.98,2,False,False
EDGE300484,C42730,Customer,P5209,Product,PURCHASED,2024-06-08 02:33:03,ORD101918,Electronics,Active,0.765,$25-$50,LATAM,PA,Loyalty,False,3,24,P5209,41.02,2,False,True
EDGE300485,C27979,Customer,P4520,Product,RETURNS,2024-04-15 09:04:13,ORD100373,Beauty,New,0.576,$50-$100,NA,NY,SpringSale,False,1,36,P4520,78.98,1,False,False
EDGE300486,C62878,Customer,C83470,Customer,REFERRED_FRIEND,2024-06-18 16:04:12,,Automotive,Loyal,0.683,$50-$100,APAC,TN,Clearance,False,2,43,P2369,72.49,1,False,False
EDGE300487,C50923,Customer,P6347,Product,VIEWED,2024-10-17 16:08:33,,Toys,Loyal,0.869,$100-$250,EU,MN,Loyalty,False,3,35,P6347,173.05,1,False,False
EDGE300488,C74407,Customer,P8922,Product,PURCHASED,2025-05-10 09:51:10,ORD100640,Toys,AtRisk,0.469,>$250,EU,RI,SpringSale,False,4,49,P8922,617.61,1,False,True
EDGE300489,C42031,Customer,C26168,Customer,REFERRED_FRIEND,2024-06-12 20:21:42,,Automotive,New,0.113,$100-$250,NA,ND,BackToSchool,False,4,84,P5174,168.25,3,False,False
EDGE300490,C69719,Customer,P5012,Product,VIEWED,2024-06-18 08:13:51,,Beauty,New,0.296,$50-$100,APAC,MI,BackToSchool,False,4,36,P5012,68.54,2,False,False
EDGE300491,C99286,Customer,P1936,Product,VIEWED,2024-09-28 04:33:00,,Electronics,Dormant,0.548,$50-$100,EU,NE,BackToSchool,False,2,42,P1936,67.75,2,False,False
EDGE300492,C78488,Customer,P8384,Product,VIEWED,2024-09-06 04:52:58,,Beauty,New,0.735,$50-$100,EU,MD,Loyalty,False,2,77,P8384,74.56,1,False,False
EDGE300493,C62300,Customer,P4134,Product,VIEWED,2024-08-24 15:24:22,,Books,New,0.853,$100-$250,NA,LA,Loyalty,False,4,28,P4134,133.14,1,False,False
EDGE300494,P7607,Product,P4881,Product,ALSO_BOUGHT_WITH,2024-02-25 13:07:03,ORD101944,Home,Active,0.858,<$25,EU,TN,SpringSale,False,4,47,P7607,21.6,1,False,False
EDGE300495,C42493,Customer,P1468,Product,PURCHASED,2024-05-15 00:29:32,ORD102308,Toys,Active,0.897,$25-$50,EU,MA,BackToSchool,False,2,43,P1468,38.9,1,False,True
EDGE300496,C75152,Customer,P9011,Product,RETURNS,2025-02-24 14:00:11,ORD101386,Books,Dormant,0.295,>$250,NA,NJ,None,False,5,110,P9011,399.66,1,False,False
EDGE300497,C93875,Customer,C68725,Customer,REFERRED_FRIEND,2024-06-18 20:53:12,,Beauty,Active,0.404,$25-$50,EU,DC,BackToSchool,False,4,84,P4939,42.86,2,False,False
EDGE300498,C47432,Customer,P8123,Product,VIEWED,2024-12-07 11:00:12,,Apparel,Loyal,0.391,$50-$100,NA,RI,Clearance,False,4,5,P8123,50.26,1,False,False
EDGE300499,P3369,Product,P8993,Product,ALSO_BOUGHT_WITH,2024-05-23 13:00:23,ORD101834,Toys,AtRisk,0.496,$100-$250,EU,VT,SpringSale,False,6,16,P3369,192.86,2,False,False
EDGE300500,C68707,Customer,P9452,Product,VIEWED,2025-06-26 20:05:36,,Apparel,Active,0.73,$25-$50,LATAM,PA,None,False,1,24,P9452,41.25,1,False,False
EDGE300501,C15109,Customer,P6209,Product,VIEWED,2024-07-22 14:15:15,,Apparel,Loyal,0.84,$50-$100,NA,FL,Holiday,False,5,29,P6209,55.6,1,False,False
EDGE300502,C84212,Customer,P4766,Product,PURCHASED,2024-05-01 03:33:07,ORD102225,Electronics,Dormant,0.563,$100-$250,EU,SD,Clearance,False,5,13,P4766,158.67,1,True,True
