event_id,customer_id,session_id,event_type,event_ts,device_type,browser,os,referrer,country,state,ab_variant,is_logged_in,page_depth,latency_ms,dwell_seconds,cart_value_usd,discount_rate,fraud_score,payment_outcome,sequence_num,product_id,category,promo_code
EVT200417,C18021,S9436109636,add_to_cart,2025-03-23 18:15:23,mobile,Chrome,Android,direct,DE,,B,False,3,329,41,78.94,0.146,0.0,,7,P2603,Electronics,HOLIDAY20
EVT200418,C97759,S1687573303,product_view,2024-01-31 03:34:41,mobile,Opera,macOS,email,MX,,B,True,3,263,22,6.87,0.029,0.264,,4,P7715,Pets,NONE
EVT200419,C62412,S8058388298,page_view,2024-08-19 05:29:34,desktop,Edge,Android,paid_search,BR,,B,True,4,387,31,11.62,0.075,0.372,,1,,,NONE
EVT200420,C21164,S4667110460,page_view,2024-07-29 17:58:31,mobile,Opera,iOS,affiliate,GB,,B,True,5,340,19,6.13,0.189,0.012,,4,,,NONE
EVT200421,C30241,S1804089890,page_view,2024-08-02 23:17:29,mobile,Opera,iOS,direct,AU,,B,False,8,80,49,22.64,0.161,0.198,,5,,,NONE
EVT200422,C83032,S6758441230,product_view,2025-02-08 19:16:33,desktop,Chrome,iOS,direct,AU,,B,True,3,536,66,18.06,0.177,0.3,,4,P6136,Home,NONE
EVT200423,C39111,S2142580519,purchase,2024-07-08 13:01:11,mobile,Opera,Android,organic_search,US,SD,B,True,5,309,27,83.33,0.071,0.162,approved,2,P7721,Toys,NONE
EVT200424,C63082,S7380843738,page_view,2024-08-14 09:00:32,mobile,Firefox,iOS,affiliate,MX,,B,True,5,315,47,1.78,0.197,0.119,,1,,,NONE
EVT200425,C14844,S8161725646,checkout_start,2025-01-31 10:31:08,mobile,Firefox,iOS,direct,FR,,A,True,5,276,57,79.01,0.063,0.084,,2,,,FREESHIP
EVT200426,C70387,S7293376031,page_view,2025-06-03 09:08:00,mobile,Chrome,Linux,direct,CA,,A,False,2,300,55,31.25,0.147,0.074,,3,,,FREESHIP
EVT200427,C15722,S6779018438,product_view,2024-10-13 06:47:22,mobile,Edge,macOS,direct,DE,,B,True,4,346,7,22.29,0.159,0.0,,7,P3736,Electronics,NONE
EVT200428,C76154,S3163555773,product_view,2025-02-08 15:43:21,desktop,Firefox,Android,email,AU,,B,False,2,596,37,24.65,0.174,0.232,,5,P2274,Apparel,NONE
EVT200429,C19593,S5132793683,product_view,2025-02-20 13:21:11,tablet,Edge,Android,direct,IN,,A,True,3,413,57,35.43,0.165,0.285,,3,P2217,Beauty,NONE
EVT200430,C61805,S5937812296,purchase,2024-04-06 08:23:50,desktop,Opera,Linux,direct,GB,,B,True,6,244,5,142.28,0.031,0.094,approved,7,P9626,Beauty,NONE
EVT200431,C19170,S1037377762,return_initiated,2025-02-11 20:22:42,desktop,Opera,Windows,direct,CA,,A,True,3,423,25,57.82,0.124,0.105,,3,P1058,Pets,WELCOME10
EVT200432,C87485,S4541356327,product_view,2024-02-07 07:45:03,mobile,Firefox,macOS,paid_search,DE,,A,True,2,288,46,42.03,0.084,0.092,,5,P3035,Sports,NONE
EVT200433,C50875,S7095753290,page_view,2024-02-24 03:26:11,desktop,Opera,iOS,social,IN,,A,True,4,311,19,26.0,0.192,0.149,,4,,,WELCOME10
EVT200434,C66431,S1815692683,product_view,2025-05-02 22:59:33,desktop,Safari,macOS,direct,AU,,B,False,7,244,59,9.61,0.051,0.278,,8,P9800,Home,NONE
EVT200435,C97473,S5643508536,add_to_cart,2024-06-02 02:01:26,tablet,Opera,Windows,organic_search,CA,,A,False,2,349,34,167.02,0.072,0.03,,9,P2376,Apparel,WELCOME10
EVT200436,C27190,S3412334455,product_view,2024-01-31 05:16:01,desktop,Edge,Android,social,FR,,A,True,2,488,82,32.49,0.094,0.0,,9,P3224,Books,NONE
EVT200437,C22624,S2180177314,product_view,2024-03-23 02:12:40,mobile,Edge,Linux,direct,FR,,B,False,5,510,57,7.57,0.127,0.29,,10,P7145,Electronics,HOLIDAY20
EVT200438,C75121,S8478364286,product_view,2025-03-18 16:27:53,desktop,Opera,Android,email,CA,,A,False,4,696,34,38.64,0.11,0.095,,10,P3168,Home,NONE
EVT200439,C30650,S5149980533,page_view,2024-06-12 01:42:11,desktop,Firefox,Android,direct,MX,,A,False,2,170,63,35.03,0.037,0.084,,4,,,NONE
EVT200440,C98611,S6964957471,page_view,2024-08-25 15:47:27,desktop,Opera,iOS,direct,MX,,B,True,7,358,26,6.41,0.207,0.188,,1,,,VIP25
EVT200441,C79712,S3811675788,add_to_cart,2024-05-06 05:37:32,mobile,Opera,iOS,organic_search,GB,,B,True,2,482,42,33.61,0.042,0.0,,8,P1416,Beauty,NONE
EVT200442,C94447,S6447059266,payment_attempt,2024-10-28 12:29:26,desktop,Chrome,iOS,social,AU,,B,False,6,340,67,20.92,0.168,0.082,approved,1,,,NONE
EVT200443,C75259,S4218909937,add_to_cart,2025-01-20 05:16:36,desktop,Safari,iOS,email,BR,,B,True,4,463,75,53.78,0.193,0.067,,7,P5607,Home,NONE
EVT200444,C29195,S8408496744,payment_attempt,2024-04-05 03:02:26,desktop,Edge,Android,direct,FR,,B,False,7,335,55,184.92,0.251,0.0,approved,9,,,FREESHIP
EVT200445,C36078,S9779474213,payment_attempt,2025-03-23 17:10:51,mobile,Firefox,macOS,organic_search,US,VA,A,True,5,370,35,182.08,0.208,0.29,approved,7,,,NONE
EVT200446,C27800,S6367994206,product_view,2024-02-15 02:00:25,desktop,Chrome,Linux,direct,BR,,A,False,3,467,46,1.07,0.06,0.265,,5,P9842,Beauty,VIP25
EVT200447,C77442,S9784723467,page_view,2024-12-30 18:25:31,mobile,Chrome,Android,organic_search,AU,,A,True,5,237,65,25.65,0.094,0.0,,5,,,NONE
EVT200448,C64043,S4101901485,page_view,2024-08-04 23:14:31,mobile,Opera,Android,organic_search,AU,,A,False,3,385,58,37.88,0.152,0.054,,4,,,NONE
EVT200449,C53210,S4349901644,product_view,2025-05-28 16:11:34,mobile,Safari,Android,paid_search,CA,,B,False,2,251,40,5.21,0.0,0.0,,10,P9784,Home,HOLIDAY20
EVT200450,C62412,S9412558835,add_to_cart,2025-06-10 21:50:30,mobile,Safari,Windows,organic_search,FR,,B,True,3,258,59,139.05,0.164,0.0,,1,P2338,Electronics,HOLIDAY20
EVT200451,C98808,S6925499692,payment_attempt,2024-05-09 18:30:08,mobile,Firefox,Windows,paid_search,DE,,A,True,7,168,59,178.36,0.117,0.02,approved,10,,,NONE
EVT200452,C36407,S6435633384,add_to_cart,2024-11-10 06:41:59,desktop,Safari,Linux,social,DE,,B,False,5,343,81,78.78,0.085,0.109,,5,P7694,Books,NONE
EVT200453,C84527,S2621034112,product_view,2025-02-02 20:36:33,desktop,Firefox,iOS,direct,FR,,A,True,2,290,60,4.28,0.0,0.286,,7,P1226,Electronics,NONE
EVT200454,C73927,S4018181926,page_view,2024-07-04 03:48:57,mobile,Opera,macOS,email,FR,,B,False,5,466,37,23.27,0.216,0.112,,3,,,NONE
EVT200455,C48189,S8374566946,product_view,2024-11-11 12:13:21,mobile,Firefox,Linux,organic_search,BR,,A,True,2,444,52,21.42,0.104,0.082,,1,P9513,Electronics,FREESHIP
EVT200456,C25292,S7042886966,add_to_cart,2025-05-15 15:08:37,mobile,Chrome,Android,direct,MX,,A,False,5,527,7,88.01,0.191,0.149,,5,P1384,Sports,WELCOME10
EVT200457,C39179,S7739924171,add_to_cart,2025-03-22 04:05:08,mobile,Chrome,Android,direct,MX,,B,True,3,378,64,112.29,0.14,0.15,,6,P8473,Grocery,FREESHIP
EVT200458,C12070,S4615982553,checkout_start,2025-06-29 16:33:37,mobile,Opera,iOS,email,DE,,B,True,4,537,43,160.8,0.158,0.204,,1,,,NONE
EVT200459,C90102,S8254721660,checkout_start,2024-10-22 17:16:05,desktop,Firefox,Android,organic_search,BR,,A,True,4,202,36,84.93,0.199,0.166,,4,,,WELCOME10
EVT200460,C19230,S8758144761,add_to_cart,2025-02-18 09:19:41,desktop,Edge,macOS,organic_search,GB,,B,True,4,365,26,182.55,0.113,0.267,,1,P4974,Pets,NONE
EVT200461,C99964,S3109144489,checkout_start,2024-01-15 14:51:17,mobile,Edge,Linux,direct,MX,,B,False,2,406,37,119.35,0.158,0.054,,8,,,NONE
EVT200462,C88882,S3610522201,add_to_cart,2024-01-21 14:43:24,mobile,Safari,Linux,affiliate,DE,,B,True,6,252,50,155.04,0.109,0.145,,2,P1451,Apparel,WELCOME10
EVT200463,C80653,S8323056130,page_view,2025-03-09 09:26:57,desktop,Firefox,Android,direct,IN,,B,False,1,297,62,4.62,0.081,0.202,,9,,,WELCOME10
EVT200464,C59772,S6938021222,payment_attempt,2024-08-03 08:19:44,desktop,Safari,Linux,social,GB,,B,True,4,333,57,131.39,0.269,0.208,approved,5,,,NONE
EVT200465,C62697,S2806738034,page_view,2025-05-01 08:46:39,mobile,Chrome,macOS,direct,IN,,B,False,3,430,42,16.91,0.185,0.0,,8,,,NONE
EVT200466,C92767,S6379006122,purchase,2024-03-14 02:23:57,tablet,Opera,iOS,social,GB,,A,True,5,468,43,113.29,0.156,0.304,approved,5,P3894,Electronics,NONE
EVT200467,C76259,S6314764109,purchase,2024-12-27 20:21:54,mobile,Safari,Linux,direct,DE,,B,False,4,285,40,143.92,0.15,0.299,approved,1,P1686,Home,NONE
EVT200468,C57213,S5387921493,product_view,2024-08-22 00:22:56,mobile,Chrome,Android,organic_search,FR,,A,True,6,382,80,40.65,0.094,0.115,,5,P1762,Sports,NONE
EVT200469,C12954,S6861167355,page_view,2025-03-18 13:12:11,tablet,Chrome,macOS,direct,CA,,A,False,2,431,18,3.02,0.181,0.155,,7,,,FREESHIP
EVT200470,C87405,S5010140574,checkout_start,2024-02-12 05:23:13,mobile,Chrome,Linux,direct,BR,,A,False,3,80,41,165.62,0.187,0.299,,2,,,NONE
EVT200471,C68834,S9356298477,product_view,2025-03-19 04:32:27,mobile,Chrome,Android,organic_search,MX,,B,False,6,205,39,36.74,0.073,0.0,,10,P6089,Books,NONE
EVT200472,C79380,S6889555340,add_to_cart,2024-12-16 07:43:54,mobile,Opera,iOS,direct,IN,,B,False,1,463,10,157.49,0.155,0.102,,10,P3147,Pets,NONE
EVT200473,C13263,S4505825603,checkout_start,2024-11-27 12:01:01,mobile,Opera,Linux,social,AU,,A,False,3,541,36,153.66,0.104,0.047,,10,,,NONE
EVT200474,C98621,S6843596461,product_view,2025-02-22 01:34:42,desktop,Safari,Windows,affiliate,CA,,B,False,3,217,18,19.51,0.203,0.192,,9,P4140,Automotive,HOLIDAY20
EVT200475,C34835,S9202483300,product_view,2024-03-24 08:06:28,desktop,Safari,iOS,organic_search,IN,,B,True,3,380,48,1.52,0.259,0.247,,5,P3456,Toys,NONE
EVT200476,C40544,S4067151953,checkout_start,2025-03-02 23:25:36,desktop,Chrome,Linux,organic_search,DE,,B,True,6,430,58,30.93,0.182,0.01,,8,,,NONE
EVT200477,C90136,S2859938531,checkout_start,2024-11-19 22:37:46,mobile,Opera,iOS,direct,BR,,A,False,5,151,23,29.65,0.16,0.197,,3,,,NONE
EVT200478,C87730,S5859141970,return_initiated,2024-12-25 07:24:24,tablet,Safari,Linux,affiliate,AU,,B,False,2,345,56,105.23,0.147,0.306,,3,P2484,Sports,FREESHIP
EVT200479,C40426,S6584428706,product_view,2024-05-12 07:17:33,desktop,Chrome,iOS,paid_search,DE,,B,True,2,385,66,24.97,0.039,0.259,,9,P4820,Apparel,NONE
EVT200480,C53142,S4262227389,payment_attempt,2024-05-29 23:52:10,desktop,Firefox,Linux,paid_search,US,WA,B,True,3,167,28,92.66,0.249,0.061,approved,6,,,NONE
EVT200481,C72151,S9586429764,checkout_start,2024-01-22 07:38:26,mobile,Firefox,Android,paid_search,MX,,A,True,6,196,22,116.51,0.226,0.221,,2,,,NONE
EVT200482,C29812,S4259841971,page_view,2024-07-14 13:39:12,desktop,Safari,macOS,social,IN,,A,False,3,307,43,32.48,0.255,0.0,,1,,,FREESHIP
EVT200483,C14332,S1583185064,page_view,2025-02-20 12:51:46,mobile,Firefox,Linux,organic_search,MX,,A,False,4,471,32,10.45,0.282,0.367,,6,,,NONE
EVT200484,C51695,S1136760417,add_to_cart,2024-05-12 03:05:44,mobile,Safari,macOS,direct,AU,,B,False,6,280,28,43.1,0.245,0.163,,8,P2450,Pets,FREESHIP
EVT200485,C80555,S9754759995,product_view,2024-06-30 17:23:47,desktop,Edge,iOS,organic_search,MX,,A,False,3,361,68,48.29,0.0,0.095,,8,P7708,Pets,WELCOME10
EVT200486,C72351,S8036984392,add_to_cart,2024-10-30 02:27:18,mobile,Opera,macOS,paid_search,DE,,B,False,1,180,44,151.64,0.058,0.004,,2,P8448,Books,NONE
EVT200487,C14642,S1214974719,payment_attempt,2025-02-23 01:33:17,mobile,Edge,macOS,social,MX,,A,False,3,96,56,200.5,0.196,0.374,approved,2,,,NONE
EVT200488,C33103,S5620247814,product_view,2024-08-01 19:28:18,mobile,Safari,macOS,direct,AU,,A,True,5,327,62,2.25,0.132,0.225,,6,P7468,Automotive,WELCOME10
EVT200489,C37403,S3908333454,add_to_cart,2024-02-25 14:51:32,mobile,Edge,iOS,paid_search,US,MN,A,True,6,446,21,133.6,0.088,0.03,,9,P7972,Apparel,NONE
EVT200490,C52427,S1904245501,product_view,2024-04-17 01:18:34,desktop,Edge,macOS,email,CA,,B,True,5,295,47,42.23,0.02,0.105,,8,P5803,Books,WELCOME10
EVT200491,C23626,S4298226173,product_view,2024-02-11 13:11:39,tablet,Chrome,Android,paid_search,IN,,A,False,5,430,18,13.42,0.098,0.152,,7,P6651,Automotive,NONE
EVT200492,C76169,S1205066646,product_view,2024-10-04 08:17:56,desktop,Opera,Android,email,GB,,A,False,2,367,30,43.1,0.073,0.151,,8,P8501,Sports,NONE
EVT200493,C77021,S6020179303,page_view,2025-06-06 16:00:21,mobile,Firefox,Windows,direct,FR,,B,True,4,231,41,4.3,0.198,0.329,,9,,,NONE
EVT200494,C27798,S4442130794,product_view,2024-01-14 00:14:04,desktop,Opera,Linux,organic_search,BR,,B,False,3,229,11,27.59,0.042,0.0,,8,P7633,Home,NONE
EVT200495,C90289,S1959763718,product_view,2025-01-18 12:03:05,desktop,Firefox,iOS,organic_search,BR,,B,False,2,279,62,16.7,0.059,0.044,,7,P3362,Sports,NONE
EVT200496,C84045,S2267912042,product_view,2024-05-21 02:12:29,mobile,Chrome,Linux,direct,US,WI,B,False,4,190,48,36.63,0.169,0.057,,1,P8762,Books,NONE
EVT200497,C89856,S4526136190,page_view,2024-11-12 03:55:55,mobile,Chrome,Windows,social,CA,,B,True,5,240,46,4.87,0.237,0.074,,4,,,HOLIDAY20
EVT200498,C52153,S1854566982,page_view,2024-04-10 14:06:44,desktop,Opera,Windows,direct,BR,,B,True,2,177,5,1.91,0.088,0.23,,9,,,NONE
EVT200499,C98429,S4972010656,purchase,2024-01-14 12:02:46,desktop,Firefox,iOS,email,DE,,A,True,6,463,49,134.88,0.102,0.074,approved,5,P3902,Sports,NONE
EVT200500,C65265,S3906518218,product_view,2025-04-20 20:17:17,desktop,Firefox,Linux,organic_search,MX,,A,False,1,373,35,18.83,0.142,0.294,,2,P5449,Books,NONE
EVT200501,C60128,S7181896528,product_view,2024-08-01 11:59:53,mobile,Firefox,Linux,social,US,WA,A,True,3,402,45,14.78,0.069,0.087,,6,P6890,Grocery,NONE
EVT200502,C69103,S8335093731,payment_attempt,2024-10-22 18:28:55,mobile,Safari,macOS,direct,AU,,B,True,1,574,23,212.67,0.136,0.192,approved,3,,,FREESHIP
EVT200503,C43669,S2336987849,purchase,2025-06-07 00:16:48,mobile,Edge,Linux,direct,MX,,B,True,5,230,76,160.83,0.095,0.028,approved,4,P6199,Automotive,FREESHIP
EVT200504,C74002,S9751455266,add_to_cart,2024-05-30 02:01:27,desktop,Firefox,iOS,paid_search,CA,,A,False,7,257,73,110.58,0.134,0.058,,8,P9406,Grocery,FREESHIP
EVT200505,C32789,S9245855757,product_view,2024-09-15 12:17:07,desktop,Opera,iOS,direct,DE,,A,True,2,265,9,36.09,0.098,0.335,,5,P5410,Beauty,FREESHIP
EVT200506,C30793,S2133108361,payment_attempt,2024-08-31 14:08:52,mobile,Chrome,iOS,organic_search,IN,,B,False,7,410,12,140.75,0.148,0.0,declined,8,,,HOLIDAY20
EVT200507,C66534,S4968467297,add_to_cart,2024-03-09 23:28:20,desktop,Opera,Android,paid_search,DE,,B,False,3,106,59,144.18,0.143,0.179,,2,P4835,Automotive,NONE
EVT200508,C90502,S9818291310,page_view,2025-06-01 05:44:23,desktop,Edge,iOS,direct,CA,,A,True,4,481,56,3.63,0.068,0.113,,9,,,NONE
EVT200509,C71601,S5337817821,page_view,2024-09-06 09:20:33,desktop,Firefox,Android,direct,BR,,A,True,5,185,41,37.3,0.078,0.0,,3,,,WELCOME10
EVT200510,C76112,S1685768903,purchase,2024-04-22 15:18:00,desktop,Firefox,iOS,organic_search,US,OH,B,True,4,478,33,143.39,0.04,0.427,approved,2,P9721,Home,HOLIDAY20
EVT200511,C94049,S9943915800,add_to_cart,2024-05-08 17:13:28,mobile,Firefox,macOS,paid_search,BR,,B,True,5,620,15,160.91,0.243,0.0,,5,P9923,Beauty,NONE
EVT200512,C47535,S4604099044,page_view,2024-02-26 01:38:08,desktop,Chrome,Linux,email,MX,,B,False,5,107,46,9.06,0.177,0.233,,10,,,WELCOME10
EVT200513,C57716,S2057586259,product_view,2024-02-28 13:37:19,desktop,Edge,Linux,organic_search,GB,,B,True,2,371,48,44.98,0.074,0.252,,2,P1570,Pets,NONE
EVT200514,C95969,S5362182739,product_view,2024-12-22 11:41:49,mobile,Chrome,Windows,direct,BR,,B,True,3,378,33,30.24,0.165,0.051,,5,P4954,Grocery,NONE
EVT200515,C27853,S9177607832,add_to_cart,2024-02-01 14:20:36,mobile,Edge,macOS,paid_search,US,MD,B,False,3,285,69,212.3,0.145,0.0,,9,P9691,Beauty,HOLIDAY20
EVT200516,C68429,S1839271807,payment_attempt,2025-02-13 18:18:59,mobile,Opera,Windows,paid_search,MX,,B,False,2,436,58,135.3,0.091,0.078,approved,1,,,FREESHIP
EVT200517,C70561,S8471391792,page_view,2025-06-23 06:51:01,desktop,Chrome,macOS,direct,DE,,B,True,4,382,49,38.62,0.099,0.195,,7,,,WELCOME10
EVT200518,C77637,S6371988193,product_view,2024-01-15 22:01:10,desktop,Opera,Android,organic_search,US,AK,B,False,6,256,14,35.06,0.192,0.0,,5,P7672,Electronics,NONE
EVT200519,C82258,S5294392035,checkout_start,2024-04-25 14:28:52,tablet,Edge,macOS,direct,MX,,B,True,1,256,52,71.95,0.164,0.199,,2,,,NONE
EVT200520,C12094,S3042379392,return_initiated,2025-06-12 05:51:50,tablet,Chrome,macOS,direct,AU,,B,True,8,175,51,76.15,0.148,0.0,,7,P8978,Automotive,WELCOME10
EVT200521,C85194,S8429999719,purchase,2024-02-07 02:13:50,mobile,Edge,Android,email,BR,,B,True,3,325,83,105.62,0.162,0.13,approved,5,P3149,Toys,WELCOME10
EVT200522,C87809,S6191738971,add_to_cart,2024-08-05 20:32:01,mobile,Safari,Linux,paid_search,CA,,B,False,1,409,18,208.0,0.156,0.091,,3,P2695,Automotive,FREESHIP
EVT200523,C82061,S8544738756,page_view,2024-09-25 05:25:05,mobile,Firefox,Linux,organic_search,MX,,B,True,3,376,29,21.39,0.126,0.133,,10,,,NONE
EVT200524,C16666,S4271581576,purchase,2025-03-09 11:21:31,desktop,Opera,Android,direct,US,WA,A,True,4,153,50,24.37,0.107,0.131,approved,3,P7313,Books,FREESHIP
EVT200525,C25556,S2814350393,checkout_start,2025-04-03 23:49:44,desktop,Firefox,Linux,organic_search,DE,,A,True,1,283,70,86.09,0.169,0.078,,9,,,WELCOME10
EVT200526,C90215,S8542937582,product_view,2024-12-22 06:17:51,desktop,Edge,iOS,direct,BR,,A,False,2,408,63,25.95,0.226,0.262,,5,P3354,Beauty,WELCOME10
EVT200527,C23892,S7160647195,product_view,2024-09-30 18:01:18,desktop,Safari,Android,email,DE,,A,False,3,295,41,20.02,0.163,0.198,,3,P4286,Automotive,NONE
EVT200528,C15160,S1340483508,checkout_start,2025-05-05 22:22:15,desktop,Chrome,iOS,affiliate,FR,,A,False,5,158,76,164.04,0.172,0.0,,8,,,NONE
EVT200529,C85257,S2526989386,checkout_start,2024-03-04 03:03:57,mobile,Opera,Windows,direct,BR,,A,True,5,255,41,90.37,0.211,0.251,,6,,,NONE
EVT200530,C49199,S6539652165,purchase,2024-06-16 13:02:13,mobile,Opera,macOS,email,BR,,B,True,3,522,39,122.1,0.193,0.013,approved,10,P4247,Beauty,WELCOME10
EVT200531,C36997,S7764210968,product_view,2025-02-13 02:03:11,mobile,Chrome,Android,organic_search,IN,,A,True,3,319,39,2.63,0.127,0.0,,10,P8269,Beauty,FREESHIP
EVT200532,C92107,S4735061309,add_to_cart,2025-01-24 16:51:38,desktop,Chrome,macOS,organic_search,IN,,A,True,3,437,30,106.76,0.24,0.206,,10,P5715,Beauty,NONE
EVT200533,C35772,S7849039030,product_view,2024-04-14 06:31:47,mobile,Chrome,Android,social,BR,,A,False,2,452,48,2.94,0.073,0.294,,4,P6516,Sports,FREESHIP
EVT200534,C46192,S1553056395,purchase,2025-01-23 18:20:10,desktop,Chrome,Windows,organic_search,US,ND,B,False,4,140,62,198.69,0.152,0.099,declined,9,P5770,Beauty,NONE
EVT200535,C66015,S2848983906,product_view,2024-12-10 19:44:30,tablet,Firefox,macOS,direct,BR,,B,False,5,374,23,42.34,0.071,0.104,,10,P1370,Beauty,VIP25
EVT200536,C68920,S9591588818,page_view,2024-11-29 19:47:54,desktop,Safari,iOS,direct,GB,,A,True,3,471,57,13.17,0.178,0.34,,8,,,HOLIDAY20
EVT200537,C32191,S3982260579,page_view,2024-06-22 11:30:46,tablet,Edge,iOS,paid_search,AU,,A,True,5,450,75,3.72,0.013,0.072,,2,,,HOLIDAY20
EVT200538,C26958,S9417366609,product_view,2024-08-17 15:12:40,desktop,Opera,Linux,social,IN,,A,True,1,206,74,27.33,0.156,0.0,,4,P2322,Automotive,NONE
EVT200539,C27383,S1875976671,product_view,2025-01-17 04:17:35,mobile,Safari,Linux,paid_search,DE,,B,True,3,222,28,37.03,0.069,0.0,,5,P2022,Electronics,NONE
EVT200540,C43324,S6402915690,add_to_cart,2024-01-28 15:02:00,mobile,Safari,Windows,organic_search,IN,,B,True,6,307,16,170.93,0.107,0.071,,4,P9941,Books,VIP25
EVT200541,C80153,S6542114701,page_view,2025-05-13 13:51:29,mobile,Chrome,Linux,organic_search,AU,,B,True,3,288,23,39.51,0.098,0.095,,4,,,NONE
EVT200542,C80744,S3345006618,page_view,2024-10-06 22:00:06,mobile,Firefox,Windows,affiliate,GB,,A,False,7,294,56,13.03,0.101,0.081,,6,,,FREESHIP
EVT200543,C42739,S5888407135,payment_attempt,2024-04-07 14:11:51,mobile,Edge,Windows,organic_search,IN,,B,True,4,391,37,19.37,0.268,0.118,approved,3,,,NONE
EVT200544,C28532,S5978490521,purchase,2025-01-29 05:51:32,desktop,Firefox,Android,affiliate,BR,,A,True,3,463,27,86.18,0.162,0.354,approved,10,P9161,Sports,NONE
EVT200545,C27861,S2398260269,page_view,2025-05-11 18:17:35,desktop,Opera,Windows,direct,FR,,B,True,3,224,30,19.78,0.091,0.167,,10,,,NONE
EVT200546,C56108,S5598595945,product_view,2025-04-06 10:57:22,mobile,Chrome,macOS,affiliate,BR,,A,False,3,363,87,37.08,0.172,0.07,,9,P3233,Toys,NONE
EVT200547,C23301,S5562279482,return_initiated,2025-06-02 16:06:06,mobile,Opera,Linux,direct,IN,,B,True,5,298,38,139.93,0.116,0.42,,5,P5908,Toys,HOLIDAY20
EVT200548,C94752,S7420227106,checkout_start,2025-05-02 00:27:00,mobile,Firefox,iOS,organic_search,MX,,A,False,5,236,16,183.66,0.176,0.0,,8,,,WELCOME10
EVT200549,C67887,S6711482844,return_initiated,2025-02-20 02:51:17,desktop,Safari,Windows,organic_search,BR,,A,True,5,401,5,46.96,0.094,0.065,,6,P5753,Electronics,FREESHIP
EVT200550,C55834,S9528916760,product_view,2024-05-31 21:47:37,mobile,Opera,iOS,direct,FR,,B,False,4,341,66,40.72,0.131,0.266,,4,P8474,Automotive,NONE
EVT200551,C68625,S4745845538,page_view,2024-06-07 16:02:57,tablet,Opera,Windows,organic_search,MX,,B,True,3,601,67,40.38,0.17,0.252,,3,,,NONE
EVT200552,C79519,S7655405812,add_to_cart,2024-12-01 18:37:06,mobile,Edge,macOS,social,BR,,B,True,2,306,33,27.4,0.087,0.174,,10,P3805,Books,FREESHIP
EVT200553,C72912,S6860215163,page_view,2024-11-30 17:49:14,mobile,Opera,macOS,direct,FR,,A,False,2,465,18,12.41,0.108,0.432,,2,,,NONE
EVT200554,C53010,S4414310757,page_view,2025-01-16 16:56:43,mobile,Opera,iOS,organic_search,CA,,B,True,5,212,30,0.8,0.209,0.268,,10,,,WELCOME10
EVT200555,C29053,S3357489863,payment_attempt,2025-02-11 05:55:26,mobile,Opera,macOS,direct,MX,,A,False,4,366,14,122.16,0.154,0.0,approved,3,,,NONE
EVT200556,C24329,S4610956287,page_view,2024-11-26 08:18:30,desktop,Safari,Android,email,BR,,B,False,2,433,18,46.9,0.0,0.094,,2,,,NONE
EVT200557,C61347,S5569108114,add_to_cart,2024-11-25 23:01:44,desktop,Edge,iOS,organic_search,US,KS,A,True,1,344,72,101.03,0.015,0.015,,4,P8608,Apparel,NONE
EVT200558,C95526,S6654384435,add_to_cart,2024-03-13 03:44:09,mobile,Edge,Linux,direct,FR,,A,True,3,486,11,41.98,0.083,0.512,,8,P3432,Beauty,NONE
EVT200559,C55340,S5162156796,product_view,2024-03-29 07:14:25,desktop,Safari,Linux,direct,DE,,A,True,7,431,46,4.05,0.143,0.012,,2,P5294,Sports,NONE
EVT200560,C11677,S3740761866,page_view,2025-01-23 03:18:14,desktop,Firefox,Windows,direct,DE,,A,True,2,233,34,31.71,0.045,0.225,,9,,,WELCOME10
EVT200561,C90828,S6208942213,checkout_start,2024-12-25 01:25:47,mobile,Opera,Windows,direct,BR,,A,True,5,499,60,191.38,0.061,0.431,,6,,,WELCOME10
EVT200562,C92502,S8033396936,page_view,2024-04-06 01:27:55,mobile,Chrome,Windows,social,MX,,A,False,1,352,61,38.69,0.096,0.106,,10,,,NONE
EVT200563,C57308,S1823704860,product_view,2024-10-06 20:17:10,mobile,Firefox,Windows,affiliate,DE,,A,True,2,294,29,39.28,0.108,0.096,,5,P7536,Home,WELCOME10
EVT200564,C41293,S1005924215,add_to_cart,2025-06-05 16:18:38,mobile,Edge,Windows,direct,DE,,A,True,4,254,17,128.2,0.255,0.069,,7,P2215,Electronics,VIP25
EVT200565,C55548,S1307301153,page_view,2025-05-26 01:06:40,mobile,Firefox,Windows,organic_search,GB,,A,True,5,405,57,36.26,0.078,0.017,,9,,,HOLIDAY20
EVT200566,C26139,S5367412314,product_view,2025-05-29 12:01:58,desktop,Chrome,Linux,direct,MX,,A,True,6,162,5,26.68,0.09,0.19,,7,P5984,Automotive,NONE
EVT200567,C78089,S3597655013,checkout_start,2024-01-04 06:04:46,mobile,Chrome,Windows,direct,DE,,A,True,5,324,71,100.03,0.26,0.345,,7,,,HOLIDAY20
EVT200568,C94718,S7421002127,purchase,2024-01-09 18:36:52,desktop,Opera,iOS,email,FR,,A,True,6,397,52,185.89,0.229,0.13,declined,5,P1658,Home,VIP25
EVT200569,C65695,S6070899078,purchase,2024-10-29 05:59:49,desktop,Firefox,iOS,direct,GB,,B,True,5,118,44,187.8,0.075,0.153,approved,7,P8621,Beauty,HOLIDAY20
