order_id,customer_id,order_datetime,ship_datetime,channel,device_type,browser,country,state,payment_method,campaign,primary_category,num_distinct_items,subtotal_usd,discount_rate,discount_amount_usd,shipping_method,shipping_cost_usd,tax_rate,tax_amount_usd,order_total_usd,order_weight_kg,delivery_days,on_time_delivery,authorization_approved,returned
ORD100494,C66143,2024-09-12 15:53:39,2024-09-18 15:53:39,mobile_web,desktop,Safari,US,MA,paypal,SpringSale,Apparel,4,1588.8,0.139,220.84,standard,9.77,0.05,68.4,1446.13,3.89,6,False,True,False
ORD100495,C30114,2024-02-15 17:33:30,2024-02-20 17:33:30,marketplace,mobile,Opera,US,ND,paypal,BackToSchool,Beauty,1,56.31,0.198,11.15,standard,8.54,0.0419,1.89,55.59,0.56,5,True,True,False
ORD100496,C66196,2025-04-29 04:14:45,2025-05-04 04:14:45,android_app,desktop,Chrome,US,WV,google_pay,BackToSchool,Pets,3,283.59,0.066,18.72,standard,7.13,0.0568,15.04,287.04,0.59,5,True,False,False
ORD100497,C78456,2024-08-03 16:45:09,2024-08-05 16:45:09,marketplace,mobile,Chrome,US,AK,klarna,SpringSale,Home,1,302.67,0.156,47.22,two_day,8.92,0.0,0.0,264.37,0.31,2,True,True,True
ORD100498,C47538,2024-05-01 10:19:53,2024-05-07 10:19:53,android_app,desktop,Safari,US,AZ,apple_pay,NewArrivals,Beauty,5,1418.11,0.038,53.89,standard,6.03,0.0517,70.53,1440.78,0.21,6,False,True,True
ORD100499,C92048,2024-12-05 09:25:19,2024-12-08 09:25:19,ios_app,desktop,Edge,US,IA,paypal,Clearance,Electronics,2,561.51,0.177,99.39,standard,9.46,0.0426,19.69,491.27,0.58,3,True,True,True
ORD100500,C22651,2025-03-20 19:01:02,2025-03-24 19:01:02,mobile_web,tablet,Opera,US,CO,google_pay,NewArrivals,Pets,1,105.4,0.203,21.4,standard,4.27,0.0737,6.19,94.46,0.55,4,True,False,False
ORD100501,C93138,2024-06-20 16:24:39,2024-06-22 16:24:39,mobile_web,mobile,Opera,US,VA,apple_pay,Holiday,Apparel,4,612.91,0.111,68.03,two_day,19.63,0.0933,50.84,615.35,0.13,2,True,True,False
ORD100502,C80935,2025-06-07 06:05:52,2025-06-12 06:05:52,mobile_web,tablet,Firefox,US,NC,paypal,NewArrivals,Pets,2,108.28,0.2,21.66,standard,5.47,0.0731,6.33,98.42,1.16,5,True,True,False
ORD100503,C77782,2024-03-17 14:36:31,2024-03-20 14:36:31,web,tablet,Firefox,US,MS,google_pay,Holiday,Electronics,1,43.08,0.213,9.18,standard,3.98,0.0436,1.48,39.36,0.54,3,True,True,False
ORD100504,C60420,2025-01-03 03:49:19,2025-01-07 03:49:19,mobile_web,desktop,Safari,US,IA,apple_pay,Loyalty,Books,2,356.57,0.094,33.52,standard,5.95,0.0426,13.76,342.76,0.35,4,True,False,False
ORD100505,C99893,2025-05-21 05:53:03,2025-05-27 05:53:03,android_app,tablet,Safari,US,CA,card,Holiday,Sports,1,16.97,0.116,1.97,standard,6.79,0.0931,1.4,23.19,0.17,6,False,True,False
ORD100506,C19754,2024-02-03 10:57:12,2024-02-10 10:57:12,ios_app,desktop,Firefox,US,IL,paypal,Loyalty,Sports,5,645.2,0.151,97.43,standard,6.39,0.0486,26.62,580.78,0.91,7,False,True,False
ORD100507,C70197,2024-10-19 12:53:09,2024-10-22 12:53:09,web,mobile,Firefox,DE,WV,apple_pay,NewArrivals,Pets,1,289.7,0.046,13.33,standard,6.03,0.0,0.0,282.4,0.72,3,True,False,True
ORD100508,C23698,2024-08-15 08:43:02,2024-08-17 08:43:02,marketplace,mobile,Opera,US,WY,apple_pay,Holiday,Pets,2,148.51,0.07,10.4,two_day,9.11,0.0542,7.49,154.71,0.51,2,True,True,False
ORD100509,C48062,2025-03-12 20:59:25,2025-03-14 20:59:25,android_app,desktop,Opera,UK,UT,google_pay,Holiday,Sports,2,91.25,0.221,20.17,two_day,15.91,0.0,0.0,86.99,0.1,2,True,True,False
ORD100510,C54885,2024-11-03 21:08:23,2024-11-07 21:08:23,web,desktop,Opera,US,HI,paypal,None,Pets,1,136.6,0.003,0.41,standard,6.78,0.0776,10.57,153.54,0.15,4,True,True,False
ORD100511,C16092,2025-02-24 05:25:14,2025-02-26 05:25:14,web,mobile,Edge,US,IN,klarna,None,Books,2,180.67,0.261,47.15,two_day,15.06,0.0567,7.57,156.15,0.54,2,True,True,False
ORD100512,C67320,2025-03-09 04:41:52,2025-03-15 04:41:52,mobile_web,mobile,Safari,US,OR,paypal,Holiday,Electronics,1,22.96,0.05,1.15,standard,9.22,0.0,0.0,31.03,0.1,6,False,True,False
ORD100513,C72758,2024-12-26 12:28:57,2024-12-30 12:28:57,web,mobile,Edge,US,OK,card,NewArrivals,Electronics,3,386.8,0.08,30.94,standard,7.83,0.087,30.96,394.65,1.43,4,True,True,False
ORD100514,C32030,2024-01-24 05:20:56,2024-01-28 05:20:56,marketplace,desktop,Chrome,US,MA,klarna,Holiday,Apparel,1,313.44,0.21,65.82,standard,6.19,0.05,12.38,266.19,1.13,4,True,True,True
ORD100515,C26543,2025-04-07 22:03:56,2025-04-13 22:03:56,android_app,desktop,Firefox,US,NJ,apple_pay,BackToSchool,Home,2,164.14,0.162,26.59,standard,5.71,0.0411,5.65,148.91,0.49,6,False,True,False
ORD100516,C68434,2024-12-22 12:32:07,2024-12-29 12:32:07,web,mobile,Firefox,US,IL,apple_pay,None,Sports,2,671.88,0.136,91.38,standard,6.88,0.0486,28.21,615.59,0.77,7,False,False,False
ORD100517,C36597,2025-06-09 19:00:33,2025-06-11 19:00:33,marketplace,tablet,Chrome,US,OR,apple_pay,Holiday,Home,4,1996.46,0.111,221.61,two_day,11.15,0.0,0.0,1786.0,0.1,2,True,True,True
ORD100518,C44488,2024-01-22 14:11:41,2024-01-24 14:11:41,web,tablet,Firefox,US,NE,paypal,Holiday,Electronics,2,1099.12,0.118,129.7,two_day,17.77,0.0845,81.92,1069.11,2.15,2,True,True,False
ORD100519,C38395,2024-08-17 01:24:09,2024-08-19 01:24:09,android_app,tablet,Edge,US,OR,apple_pay,SpringSale,Apparel,4,283.26,0.0,0.0,two_day,19.27,0.0,0.0,302.53,0.14,2,True,True,False
ORD100520,C16846,2025-03-30 01:28:00,2025-04-03 01:28:00,ios_app,desktop,Firefox,US,FL,klarna,NewArrivals,Apparel,1,62.27,0.129,8.03,standard,5.09,0.0803,4.36,63.69,1.31,4,True,True,False
ORD100521,C23079,2024-03-13 18:29:59,2024-03-15 18:29:59,web,tablet,Opera,US,ND,google_pay,Loyalty,Automotive,1,57.18,0.093,5.32,two_day,12.58,0.0419,2.17,66.61,0.14,2,True,True,False
ORD100522,C25437,2024-06-24 21:18:39,2024-06-27 21:18:39,android_app,desktop,Edge,US,DE,klarna,Holiday,Grocery,1,274.85,0.119,32.71,standard,4.99,0.0,0.0,247.13,1.58,3,True,True,False
ORD100523,C94738,2024-07-27 03:21:49,2024-08-03 03:21:49,android_app,desktop,Chrome,US,SD,apple_pay,Holiday,Electronics,3,1344.15,0.202,271.52,standard,5.04,0.0672,72.08,1149.75,0.18,7,False,True,False
ORD100524,C74042,2024-06-06 11:32:21,2024-06-09 11:32:21,web,tablet,Firefox,US,MA,google_pay,Holiday,Pets,1,48.98,0.245,12.0,standard,4.55,0.05,1.85,43.38,0.17,3,True,False,False
ORD100525,C61087,2024-04-09 12:44:29,2024-04-13 12:44:29,ios_app,mobile,Firefox,AU,AL,card,NewArrivals,Toys,3,486.91,0.114,55.51,standard,4.74,0.0,0.0,436.14,0.19,4,True,True,False
ORD100526,C18576,2024-04-12 04:08:18,2024-04-17 04:08:18,web,mobile,Chrome,US,AR,card,Loyalty,Toys,3,390.15,0.07,27.31,standard,8.38,0.0494,17.92,389.14,0.39,5,True,True,False
ORD100527,C63076,2024-10-21 13:48:42,2024-10-27 13:48:42,mobile_web,tablet,Edge,US,LA,klarna,None,Beauty,2,644.01,0.057,36.71,standard,6.7,0.096,58.3,672.3,0.22,6,False,False,False
ORD100528,C92319,2024-07-30 09:18:45,2024-08-01 09:18:45,marketplace,mobile,Edge,US,NY,card,Clearance,Sports,2,88.38,0.158,13.96,two_day,17.98,0.0729,5.43,97.83,0.44,2,True,True,True
ORD100529,C42400,2024-06-05 03:45:53,2024-06-10 03:45:53,marketplace,tablet,Chrome,US,PA,klarna,Clearance,Automotive,1,21.22,0.137,2.91,standard,6.58,0.0486,0.89,25.78,1.18,5,True,True,False
ORD100530,C17802,2024-09-07 19:11:50,2024-09-12 19:11:50,marketplace,mobile,Opera,US,VA,card,NewArrivals,Sports,1,169.91,0.277,47.07,standard,8.5,0.0933,11.46,142.8,0.87,5,True,True,False
ORD100531,C36835,2025-06-28 22:29:33,2025-07-02 22:29:33,android_app,mobile,Chrome,US,OR,apple_pay,Clearance,Automotive,4,881.48,0.136,119.88,standard,6.13,0.0,0.0,767.73,0.13,4,True,True,False
ORD100532,C47855,2025-01-16 23:01:03,2025-01-18 23:01:03,mobile_web,tablet,Chrome,US,MT,paypal,None,Grocery,3,219.97,0.094,20.68,two_day,9.4,0.0,0.0,208.69,0.88,2,True,True,False
ORD100533,C63544,2024-10-23 21:12:52,2024-10-28 21:12:52,web,mobile,Edge,US,NJ,google_pay,Holiday,Automotive,4,1368.07,0.148,202.47,standard,4.99,0.0411,47.91,1218.5,0.1,5,True,True,True
ORD100534,C81602,2024-04-06 18:18:54,2024-04-12 18:18:54,web,mobile,Edge,CA,NY,paypal,SpringSale,Apparel,2,1028.46,0.071,73.02,standard,9.61,0.0,0.0,965.05,0.1,6,False,False,True
ORD100535,C66388,2024-08-30 20:18:12,2024-09-03 20:18:12,mobile_web,tablet,Chrome,US,OK,apple_pay,Clearance,Automotive,1,316.68,0.083,26.28,standard,5.02,0.087,25.26,320.68,0.37,4,True,True,True
ORD100536,C28460,2024-09-06 20:30:49,2024-09-09 20:30:49,marketplace,mobile,Edge,US,FL,card,None,Books,1,96.82,0.276,26.72,standard,4.03,0.0803,5.63,79.76,1.29,3,True,True,False
ORD100537,C12438,2024-09-28 02:38:31,2024-09-30 02:38:31,web,mobile,Opera,US,WY,google_pay,None,Sports,1,364.94,0.098,35.76,two_day,13.3,0.0542,17.84,360.32,0.69,2,True,True,False
ORD100538,C50955,2024-09-26 10:11:49,2024-09-28 10:11:49,web,desktop,Edge,US,NY,card,Holiday,Books,2,482.85,0.168,81.12,two_day,10.99,0.0729,29.29,442.01,1.19,2,True,True,False
ORD100539,C95411,2025-06-20 03:27:49,2025-06-22 03:27:49,mobile_web,desktop,Firefox,US,MN,klarna,SpringSale,Electronics,2,92.1,0.006,0.55,two_day,12.98,0.0477,4.37,108.9,0.4,2,True,True,False
ORD100540,C24671,2025-06-23 17:46:05,2025-06-28 17:46:05,mobile_web,mobile,Safari,DE,NM,klarna,Holiday,Toys,2,632.1,0.148,93.55,standard,9.03,0.0,0.0,547.58,0.1,5,True,True,True
ORD100541,C17312,2024-12-03 03:12:17,2024-12-08 03:12:17,marketplace,desktop,Edge,US,RI,google_pay,None,Toys,3,861.64,0.195,168.02,standard,7.39,0.0467,32.39,733.4,0.38,5,True,True,False
ORD100542,C96826,2024-12-18 12:53:54,2024-12-23 12:53:54,marketplace,tablet,Chrome,US,AR,google_pay,Loyalty,Grocery,1,55.92,0.134,7.49,standard,3.96,0.0494,2.39,54.78,0.58,5,True,True,False
ORD100543,C26444,2024-04-10 14:13:15,2024-04-12 14:13:15,web,tablet,Firefox,US,KS,paypal,SpringSale,Pets,2,250.95,0.198,49.69,two_day,13.59,0.0922,18.56,233.41,0.16,2,True,False,False
ORD100544,C64471,2024-07-09 08:22:30,2024-07-14 08:22:30,android_app,mobile,Firefox,US,OH,paypal,Holiday,Books,4,704.06,0.134,94.34,standard,6.77,0.0432,26.34,642.83,0.95,5,True,True,False
ORD100545,C54838,2024-04-01 11:20:32,2024-04-06 11:20:32,web,desktop,Chrome,US,MS,google_pay,Loyalty,Grocery,1,43.68,0.267,11.66,standard,3.03,0.0436,1.4,36.45,0.49,5,True,True,True
ORD100546,C25701,2025-04-08 13:37:21,2025-04-13 13:37:21,mobile_web,tablet,Chrome,UK,DE,google_pay,Loyalty,Pets,2,782.23,0.145,113.42,standard,9.21,0.0,0.0,678.02,0.37,5,True,True,False
ORD100547,C98148,2024-10-29 17:14:19,2024-11-02 17:14:19,web,mobile,Safari,US,MA,google_pay,None,Home,2,390.02,0.133,51.87,standard,8.61,0.05,16.91,363.67,0.21,4,True,True,False
ORD100548,C16590,2025-03-16 09:48:26,2025-03-21 09:48:26,web,tablet,Firefox,US,ME,google_pay,Holiday,Sports,2,1535.66,0.074,113.64,standard,8.81,0.0642,91.29,1522.12,1.27,5,True,True,False
ORD100549,C37431,2025-03-01 06:14:10,2025-03-03 06:14:10,android_app,desktop,Opera,US,AK,apple_pay,SpringSale,Books,1,92.21,0.098,9.04,two_day,17.47,0.0,0.0,100.64,0.53,2,True,True,True
ORD100550,C98091,2025-02-10 22:45:01,2025-02-15 22:45:01,marketplace,tablet,Opera,US,VA,klarna,Clearance,Pets,1,258.23,0.291,75.14,standard,4.28,0.0933,17.08,204.45,0.1,5,True,True,False
ORD100551,C46583,2025-05-30 00:58:41,2025-06-01 00:58:41,web,mobile,Firefox,US,VA,apple_pay,Holiday,Apparel,1,159.57,0.121,19.31,two_day,11.29,0.0933,13.09,164.64,2.96,2,True,True,False
ORD100552,C67230,2024-06-16 22:03:28,2024-06-21 22:03:28,marketplace,mobile,Opera,DE,SC,card,Clearance,Apparel,2,1363.3,0.167,227.67,standard,9.4,0.0,0.0,1145.03,2.54,5,True,True,False
ORD100553,C67055,2024-03-06 23:27:42,2024-03-09 23:27:42,web,desktop,Opera,US,RI,klarna,None,Toys,1,60.1,0.0,0.0,standard,5.42,0.0467,2.81,68.33,0.42,3,True,True,False
ORD100554,C21394,2024-02-10 06:40:30,2024-02-15 06:40:30,ios_app,desktop,Firefox,US,OH,card,Loyalty,Toys,1,37.59,0.124,4.66,standard,8.5,0.0432,1.42,42.85,1.99,5,True,True,False
ORD100555,C96643,2025-04-04 00:13:48,2025-04-09 00:13:48,android_app,desktop,Chrome,US,NJ,card,Clearance,Electronics,2,171.64,0.169,29.01,standard,7.2,0.0411,5.86,155.69,0.59,5,True,True,False
ORD100556,C28540,2024-12-15 11:34:22,2024-12-16 11:34:22,web,desktop,Safari,US,MI,paypal,Loyalty,Books,1,646.91,0.134,86.69,overnight,36.31,0.0789,44.2,640.73,0.29,1,True,True,False
ORD100557,C50332,2024-10-04 16:47:22,2024-10-09 16:47:22,mobile_web,desktop,Edge,US,AZ,card,SpringSale,Automotive,3,577.21,0.179,103.32,standard,5.05,0.0517,24.5,503.44,0.39,5,True,True,True
ORD100558,C77078,2024-10-04 08:21:11,2024-10-07 08:21:11,android_app,desktop,Firefox,US,NJ,paypal,Holiday,Books,3,216.29,0.015,3.24,standard,9.05,0.0411,8.76,230.86,0.26,3,True,True,False
ORD100559,C37326,2025-01-29 14:05:21,2025-02-04 14:05:21,mobile_web,desktop,Opera,US,GA,card,Holiday,Grocery,3,431.48,0.136,58.68,standard,4.39,0.0876,32.66,409.85,1.46,6,False,True,False
ORD100560,C83644,2025-02-05 01:21:50,2025-02-07 01:21:50,mobile_web,tablet,Safari,US,NM,paypal,NewArrivals,Books,2,1167.24,0.031,36.18,two_day,11.41,0.0931,105.3,1247.77,0.1,2,True,False,True
ORD100561,C13582,2025-04-25 16:32:13,2025-04-29 16:32:13,android_app,desktop,Firefox,US,CA,paypal,Loyalty,Toys,1,48.53,0.184,8.93,standard,9.53,0.0931,3.69,52.82,1.57,4,True,True,False
ORD100562,C68415,2024-03-29 18:29:03,2024-04-02 18:29:03,android_app,mobile,Chrome,US,NE,paypal,SpringSale,Home,4,2270.36,0.078,177.09,standard,6.69,0.0845,176.88,2276.84,0.54,4,True,True,False
ORD100563,C75615,2024-09-05 08:55:20,2024-09-09 08:55:20,ios_app,mobile,Opera,AU,IN,apple_pay,Holiday,Apparel,1,693.18,0.086,59.61,standard,8.17,0.0,0.0,641.74,0.22,4,True,True,False
ORD100564,C29330,2024-06-03 03:52:18,2024-06-07 03:52:18,web,mobile,Opera,US,GA,paypal,Holiday,Sports,1,60.01,0.185,11.1,standard,4.58,0.0876,4.28,57.77,0.15,4,True,True,False
ORD100565,C71321,2025-03-19 02:35:50,2025-03-21 02:35:50,android_app,mobile,Firefox,US,DE,apple_pay,SpringSale,Books,1,321.02,0.115,36.92,two_day,17.9,0.0,0.0,302.0,1.19,2,True,True,False
ORD100566,C44457,2025-01-16 23:09:43,2025-01-22 23:09:43,web,mobile,Safari,US,NC,klarna,Loyalty,Beauty,2,170.9,0.09,15.38,standard,9.92,0.0731,11.37,176.81,0.63,6,False,True,False
ORD100567,C43329,2025-03-05 11:08:24,2025-03-07 11:08:24,marketplace,mobile,Chrome,US,DC,google_pay,Loyalty,Home,1,82.32,0.215,17.7,two_day,16.89,0.0764,4.94,86.45,0.27,2,True,True,True
ORD100568,C12808,2024-09-02 22:05:15,2024-09-04 22:05:15,marketplace,tablet,Safari,US,AR,google_pay,SpringSale,Books,1,15.16,0.102,1.55,two_day,10.44,0.0494,0.67,24.72,0.23,2,True,True,True
ORD100569,C44130,2024-02-03 09:15:09,2024-02-08 09:15:09,android_app,desktop,Edge,US,MO,card,BackToSchool,Books,1,48.16,0.177,8.52,standard,9.6,0.0689,2.73,51.97,0.24,5,True,False,False
ORD100570,C18800,2024-08-07 06:35:43,2024-08-12 06:35:43,marketplace,tablet,Edge,US,MT,klarna,SpringSale,Automotive,2,173.32,0.221,38.3,standard,6.4,0.0,0.0,141.42,0.16,5,True,True,False
ORD100571,C46415,2024-04-25 00:41:52,2024-04-30 00:41:52,android_app,mobile,Chrome,US,ID,google_pay,Loyalty,Sports,3,469.5,0.083,38.97,standard,9.22,0.0454,19.55,459.3,0.99,5,True,True,False
ORD100572,C50409,2025-02-06 03:07:23,2025-02-11 03:07:23,marketplace,mobile,Firefox,US,ND,google_pay,Loyalty,Pets,2,687.17,0.139,95.52,standard,4.76,0.0419,24.79,621.2,0.48,5,True,True,False
ORD100573,C22202,2025-02-22 08:29:10,2025-02-26 08:29:10,web,desktop,Chrome,US,MD,card,Clearance,Beauty,5,1738.02,0.107,185.97,standard,9.08,0.0638,99.02,1660.15,0.38,4,True,True,True
ORD100574,C20114,2024-03-29 04:54:58,2024-04-01 04:54:58,ios_app,tablet,Edge,US,CA,apple_pay,Holiday,Home,3,354.68,0.169,59.94,standard,3.2,0.0931,27.44,325.38,1.88,3,True,True,True
ORD100575,C36639,2024-04-25 07:11:32,2024-04-27 07:11:32,android_app,mobile,Edge,US,LA,paypal,Clearance,Beauty,1,33.99,0.037,1.26,two_day,12.8,0.096,3.14,48.67,0.63,2,True,True,False
ORD100576,C26959,2024-01-06 21:08:22,2024-01-11 21:08:22,ios_app,mobile,Opera,US,ID,paypal,None,Apparel,1,49.07,0.011,0.54,standard,9.45,0.0454,2.2,60.18,0.38,5,True,True,True
ORD100577,C11236,2024-11-21 10:22:04,2024-11-24 10:22:04,web,mobile,Safari,US,SD,apple_pay,BackToSchool,Electronics,1,157.88,0.115,18.16,standard,3.77,0.0672,9.39,152.88,0.1,3,True,True,False
ORD100578,C28913,2024-09-10 00:05:16,2024-09-11 00:05:16,web,desktop,Edge,UK,IN,paypal,Holiday,Sports,2,852.33,0.0,0.0,overnight,27.33,0.0,0.0,879.66,0.25,1,True,True,True
ORD100579,C26945,2024-08-29 20:42:13,2024-09-05 20:42:13,mobile_web,tablet,Safari,US,NY,apple_pay,BackToSchool,Grocery,1,22.31,0.232,5.18,standard,7.71,0.0729,1.25,26.09,0.39,7,False,True,False
ORD100580,C37924,2025-06-28 01:31:41,2025-07-02 01:31:41,web,tablet,Opera,US,ND,google_pay,Clearance,Books,2,155.98,0.21,32.76,standard,3.41,0.0419,5.16,131.79,0.52,4,True,True,False
ORD100581,C45081,2024-01-15 07:58:17,2024-01-17 07:58:17,mobile_web,mobile,Opera,US,MT,apple_pay,Holiday,Grocery,3,228.34,0.138,31.51,two_day,17.59,0.0,0.0,214.42,0.22,2,True,True,False
ORD100582,C24048,2024-03-02 19:49:48,2024-03-09 19:49:48,mobile_web,desktop,Safari,US,OR,apple_pay,SpringSale,Sports,3,106.8,0.039,4.17,standard,9.75,0.0,0.0,112.38,1.93,7,False,True,False
ORD100583,C31037,2025-01-18 15:26:52,2025-01-20 15:26:52,web,desktop,Opera,US,CO,google_pay,None,Automotive,1,149.94,0.225,33.74,two_day,19.87,0.0737,8.56,144.63,0.46,2,True,True,False
ORD100584,C48852,2024-01-31 11:50:59,2024-02-07 11:50:59,marketplace,desktop,Firefox,US,AK,apple_pay,BackToSchool,Beauty,3,472.59,0.139,65.69,standard,7.89,0.0,0.0,414.79,0.52,7,False,True,True
ORD100585,C67326,2025-05-16 07:45:58,2025-05-18 07:45:58,android_app,tablet,Safari,US,WV,klarna,Loyalty,Grocery,1,894.52,0.177,158.33,two_day,9.65,0.0568,41.82,787.66,0.78,2,True,False,False
ORD100586,C49062,2025-01-20 09:18:01,2025-01-25 09:18:01,web,tablet,Chrome,US,SC,apple_pay,SpringSale,Apparel,2,189.97,0.207,39.32,standard,9.46,0.0561,8.45,168.56,0.87,5,True,True,False
ORD100587,C53388,2024-03-27 17:13:47,2024-03-31 17:13:47,marketplace,desktop,Safari,US,CO,paypal,None,Automotive,3,432.86,0.202,87.44,standard,5.15,0.0737,25.46,376.03,0.82,4,True,True,True
ORD100588,C31553,2024-10-31 09:07:59,2024-11-05 09:07:59,android_app,mobile,Firefox,US,WY,google_pay,SpringSale,Beauty,3,1947.18,0.0,0.0,standard,6.27,0.0542,105.54,2058.99,0.26,5,True,True,False
ORD100589,C49177,2025-02-24 01:19:35,2025-02-25 01:19:35,mobile_web,desktop,Chrome,US,AR,paypal,None,Beauty,1,348.04,0.092,32.02,overnight,37.46,0.0494,15.61,369.09,0.7,1,True,True,False
ORD100590,C85017,2024-08-03 07:39:17,2024-08-08 07:39:17,android_app,mobile,Edge,US,VT,google_pay,None,Pets,2,73.18,0.064,4.68,standard,8.26,0.09,6.16,82.92,0.68,5,True,True,False
ORD100591,C31164,2024-07-26 20:30:36,2024-07-28 20:30:36,ios_app,tablet,Safari,US,IN,card,Loyalty,Apparel,1,65.08,0.226,14.71,two_day,15.68,0.0567,2.86,68.91,0.1,2,True,True,False
ORD100592,C88254,2025-06-15 17:40:51,2025-06-22 17:40:51,marketplace,mobile,Firefox,UK,NH,card,SpringSale,Apparel,2,127.94,0.296,37.87,standard,5.91,0.0,0.0,95.98,0.25,7,False,True,False
ORD100593,C54700,2024-12-13 05:09:28,2024-12-17 05:09:28,mobile_web,mobile,Opera,US,TX,card,SpringSale,Electronics,1,348.94,0.19,66.3,standard,4.42,0.0923,26.09,313.15,0.25,4,True,True,True
ORD100594,C46397,2025-04-08 16:08:56,2025-04-09 16:08:56,marketplace,tablet,Firefox,US,AZ,klarna,SpringSale,Electronics,1,40.41,0.247,9.98,overnight,36.51,0.0517,1.57,68.51,2.88,1,True,True,False
ORD100595,C66329,2024-01-30 09:58:46,2024-02-02 09:58:46,marketplace,desktop,Safari,US,AZ,apple_pay,BackToSchool,Pets,3,498.6,0.042,20.94,standard,5.47,0.0517,24.7,507.83,1.44,3,True,True,False
ORD100596,C80345,2024-11-17 11:53:45,2024-11-22 11:53:45,marketplace,tablet,Opera,UK,NM,google_pay,NewArrivals,Automotive,3,461.13,0.061,28.13,standard,9.57,0.0,0.0,442.57,1.16,5,True,True,False
ORD100597,C59284,2024-06-04 16:35:12,2024-06-06 16:35:12,ios_app,desktop,Opera,US,ND,google_pay,Loyalty,Electronics,1,35.34,0.071,2.51,two_day,17.81,0.0419,1.38,52.02,0.55,2,True,True,False
ORD100598,C86019,2025-05-25 09:45:25,2025-05-30 09:45:25,ios_app,desktop,Safari,US,NE,paypal,Holiday,Home,2,814.71,0.039,31.77,standard,7.11,0.0845,66.16,856.21,0.65,5,True,True,False
ORD100599,C98340,2024-03-30 22:12:10,2024-04-02 22:12:10,ios_app,desktop,Firefox,US,AK,apple_pay,Holiday,Books,1,1060.65,0.197,208.95,standard,3.14,0.0,0.0,854.84,0.99,3,True,True,False
ORD100600,C76973,2024-04-03 12:56:56,2024-04-05 12:56:56,android_app,desktop,Firefox,US,SD,google_pay,Loyalty,Apparel,1,43.24,0.056,2.42,two_day,14.48,0.0672,2.74,58.04,0.85,2,True,True,False
ORD100601,C20248,2024-07-05 05:49:22,2024-07-08 05:49:22,web,tablet,Firefox,US,TN,card,Loyalty,Pets,2,645.25,0.095,61.3,standard,8.21,0.0864,50.45,642.61,0.42,3,True,True,False
ORD100602,C91144,2024-12-17 23:02:22,2024-12-19 23:02:22,mobile_web,tablet,Opera,US,SC,paypal,SpringSale,Apparel,1,55.22,0.152,8.39,two_day,17.58,0.0561,2.63,67.04,0.43,2,True,True,False
ORD100603,C65810,2024-09-18 20:11:51,2024-09-24 20:11:51,android_app,desktop,Chrome,US,DC,paypal,Loyalty,Toys,2,174.7,0.122,21.31,standard,5.61,0.0764,11.72,170.72,0.8,6,False,True,False
ORD100604,C12002,2024-04-17 03:26:39,2024-04-23 03:26:39,android_app,tablet,Edge,FR,WV,google_pay,Loyalty,Toys,1,674.28,0.193,130.14,standard,6.47,0.0,0.0,550.61,1.99,6,False,True,False
ORD100605,C57511,2024-03-16 08:33:44,2024-03-22 08:33:44,android_app,mobile,Opera,US,MI,card,NewArrivals,Grocery,1,98.55,0.14,13.8,standard,5.29,0.0789,6.69,96.73,1.93,6,False,True,False
ORD100606,C54656,2024-03-01 12:45:07,2024-03-08 12:45:07,ios_app,mobile,Edge,CA,WY,apple_pay,Loyalty,Books,1,562.34,0.026,14.62,standard,5.0,0.0,0.0,552.72,0.3,7,False,True,False
ORD100607,C25904,2024-10-30 07:31:50,2024-11-04 07:31:50,marketplace,desktop,Safari,US,ND,paypal,SpringSale,Books,1,78.73,0.072,5.67,standard,4.0,0.0419,3.06,80.12,0.1,5,True,True,False
ORD100608,C35649,2025-03-05 21:49:42,2025-03-07 21:49:42,android_app,tablet,Opera,US,NM,klarna,Clearance,Toys,3,448.04,0.053,23.75,two_day,11.03,0.0931,39.5,474.82,1.47,2,True,True,False
ORD100609,C83513,2024-01-24 04:31:49,2024-01-29 04:31:49,android_app,desktop,Opera,US,WY,klarna,SpringSale,Sports,1,76.21,0.1,7.62,standard,9.86,0.0542,3.72,82.17,1.75,5,True,True,False
ORD100610,C39076,2024-10-02 09:29:15,2024-10-07 09:29:15,ios_app,mobile,Safari,US,TX,google_pay,Holiday,Toys,2,672.38,0.0,0.0,standard,9.86,0.0923,62.06,744.3,0.27,5,True,True,False
ORD100611,C84798,2025-05-24 05:36:29,2025-05-31 05:36:29,web,tablet,Chrome,US,NV,klarna,Loyalty,Beauty,1,43.06,0.152,6.55,standard,6.31,0.0734,2.68,45.5,0.1,7,False,True,False
ORD100612,C56125,2024-03-28 09:48:08,2024-04-04 09:48:08,web,desktop,Chrome,US,SD,card,Clearance,Toys,2,791.76,0.159,125.89,standard,5.92,0.0672,44.75,716.54,0.97,7,False,True,False
ORD100613,C95222,2024-01-12 01:53:37,2024-01-17 01:53:37,ios_app,tablet,Firefox,US,NY,apple_pay,Clearance,Beauty,5,1365.22,0.107,146.08,standard,6.87,0.0729,88.88,1314.89,0.72,5,True,True,False
ORD100614,C56475,2024-06-17 18:49:30,2024-06-24 18:49:30,marketplace,desktop,Safari,US,TN,klarna,NewArrivals,Apparel,4,552.65,0.033,18.24,standard,5.37,0.0864,46.17,585.95,4.41,7,False,True,False
